id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos;Longevidade;Sillage;Genero;Genero_Voto;Preco_Voto;Imagem_URL
14330;https://www.fragrantica.com/perfume/bvlgari/omnia-151.html;omnia;bvlgari;Italy;women;404;3160;20030.0;ginger, cardamom, pepper, saffron, mandarin orange;masala chai, nutmeg, cinnamon, almond, cloves, lotus;white chocolate, sandalwood, woody notes, tonka bean, guaiac wood;alberto morillas;;warm spicy;woody;sweet;fresh spicy;;downloaded_images\14330_omnia.jpg;bvlgari;Moderate;Moderate;Feminino;;;
14331;https://www.fragrantica.com/perfume/bvlgari/omnia-crystalline-eau-de-parfum-18894.html;omnia-crystalline-eau-de-parfum;bvlgari;Italy;women;404;1447;20130.0;lotus, mandarin orange;heliotrope, orris root;musk, siam benzoin, sandalwood;alberto morillas;;powdery;floral;musky;vanilla;woody;downloaded_images\14331_omnia_crystalline_eau_de_parfum.jpg;bvlgari;Moderate;Moderate;Feminino;;;
14336;https://www.fragrantica.com/perfume/carolina-herrera/212-vip-rose-22857.html;212-vip-rose;carolina-herrera;USA;women;404;4200;20140.0;champagne ros�, pink pepper;peach blossom, rose;white musk, woody notes;lucas sieuzac;;floral;musky;woody;fruity;powdery;downloaded_images\14336_212_vip_rose.jpg;carolina-herrera;Moderate;Moderate;Feminino;;;
14337;https://www.fragrantica.com/perfume/carolina-herrera/good-girl-gold-fantasy-76675.html;good-girl-gold-fantasy;carolina-herrera;USA;women;404;147;20220.0;almond;jasmine sambac, tuberose;tonka bean, cacao;louise turner;;white floral;cacao;warm spicy;sweet;tuberose;downloaded_images\14337_good_girl_gold_fantasy.jpg;carolina-herrera;Moderate;Moderate;Feminino;;;
14348;https://www.fragrantica.com/perfume/dior/dior-addict-eau-fraiche-2014-25611.html;dior-addict-eau-fraiche-2014;dior;France;women;404;1889;20140.0;calabrian bergamot, grapefruit;freesia, lily-of-the-valley;white musk, woodsy notes;unknown;;floral;citrus;musky;white floral;fresh spicy;downloaded_images\14348_dior_addict_eau_fraiche_2014.jpg;dior;Moderate;Moderate;Feminino;;;
14349;https://www.fragrantica.com/perfume/dior/j-adore-absolu-51818.html;j-adore-absolu;dior;France;women;404;918;20180.0;jasmine sambac, magnolia;jasmine, indian tuberose, may rose;orange blossom;fran�ois demachy;;white floral;floral;tuberose;citrus;rose;downloaded_images\14349_j_adore_absolu.jpg;dior;Moderate;Moderate;Feminino;;;
14350;https://www.fragrantica.com/perfume/dior/la-collection-couturier-parfumeur-granville-10630.html;la-collection-couturier-parfumeur-granville;dior;France;women;404;288;20100.0;lemon, rosemary, thyme;pine tree, dyer?s greenweed;pepper, sandalwood, woody notes;fran�ois demachy;;aromatic;woody;fresh spicy;citrus;;downloaded_images\14350_la_collection_couturier_parfumeur_granvi.jpg;dior;Moderate;Moderate;Feminino;;;
14351;https://www.fragrantica.com/perfume/dior/pure-poison-214.html;pure-poison;dior;France;women;404;15676;20040.0;jasmine, orange, bergamot, sicilian mandarin;gardenia, orange blossom;sandalwood, white amber, cedar, white musk;unknown;;white floral;citrus;woody;;;downloaded_images\14351_pure_poison.jpg;dior;Moderate;Moderate;Feminino;;;
14352;https://www.fragrantica.com/perfume/dior/tendre-poison-220.html;tendre-poison;dior;France;women;404;3151;19940.0;asafoetida, bergamot, brazilian rosewood, mandarin orange;tuberose, honey, orange blossom, freesia, rose;musk, sandalwood, heliotrope, vanilla;edouard fl�chier;;white floral;citrus;floral;tuberose;sweet;downloaded_images\14352_tendre_poison.jpg;dior;Long Lasting;Strong;Feminino;;;
14353;https://www.fragrantica.com/perfume/dior/sauvage-parfum-56324.html;sauvage-parfum;dior;France;men;404;3846;20190.0;bergamot, mandarin orange, elemi;sandalwood;olibanum, tonka bean, vanilla;fran�ois demachy;;citrus;woody;amber;aromatic;vanilla;downloaded_images\14353_sauvage_parfum.jpg;dior;Moderate;Moderate;Masculino;;;
14359;https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gio-absolu-48138.html;acqua-di-gio-absolu;giorgio-armani;Italy;men;404;3425;20180.0;sea notes, bergamot, pear, apple, grapefruit, lemon;lavender, rosemary, geranium;woody notes, tonka bean, amberwood, patchouli, labdanum;alberto morillas;;aromatic;woody;citrus;fresh spicy;amber;downloaded_images\14359_acqua_di_gio_absolu.jpg;giorgio-armani;Moderate;Moderate;Masculino;;;
14360;https://www.fragrantica.com/perfume/giorgio-armani/noir-kogane-88628.html;noir-kogane;giorgio-armani;Italy;unisex;404;106;20240.0;tobacco, haitian vetiver;saffron, elemi;leather;unknown;;leather;tobacco;aromatic;warm spicy;animalic;downloaded_images\14360_noir_kogane.jpg;giorgio-armani;Long Lasting;Moderate;Unissex;;;
14361;https://www.fragrantica.com/perfume/giorgio-armani/emporio-remix-for-her-916.html;emporio-remix-for-her;giorgio-armani;Italy;women;404;414;20060.0;pear, cranberry, star anise;freesia, peony, magnolia, clover, heliotrope, cloves;musk, sandalwood, cedar;olivier cresp;;floral;fruity;powdery;fresh;sweet;downloaded_images\14361_emporio_remix_for_her.jpg;giorgio-armani;Moderate;Moderate;Feminino;;;
14384;https://www.fragrantica.com/perfume/lattafa-perfumes/khalis-oudi-pure-oudi-25879.html;khalis-oudi-pure-oudi;lattafa-perfumes;UAE;unisex;404;331;;agarwood (oud), cinnamon, nutmeg;jasmine, sandalwood;amber, guaiac wood, vanilla, musk, cedar;unknown;;woody;oud;powdery;warm spicy;cinnamon;downloaded_images\14384_khalis_oudi_pure_oudi.jpg;lattafa-perfumes;Long Lasting;Strong;Unissex;;;
14385;https://www.fragrantica.com/perfume/lattafa-perfumes/khaltaat-al-arabia-royal-blends-64946.html;khaltaat-al-arabia-royal-blends;lattafa-perfumes;UAE;unisex;404;531;20200.0;fruits, apple;spices, nutmeg, clove;amber, musk, woodsy notes;unknown;;fruity;warm spicy;amber;sweet;fresh spicy;downloaded_images\14385_khaltaat_al_arabia_royal_blends.jpg;lattafa-perfumes;Long Lasting;Strong;;;;
14386;https://www.fragrantica.com/perfume/lattafa-perfumes/wazeer-82796.html;wazeer;lattafa-perfumes;UAE;unisex;404;225;;mint, orange, bergamot, juniper;chocolate, caramel, pear, raspberry, iris;amber, vanilla, sandalwood, cedar, musk, vetiver;unknown;;sweet;woody;aromatic;citrus;powdery;downloaded_images\14386_wazeer.jpg;lattafa-perfumes;Long Lasting;Strong;Unissex;;;
14387;https://www.fragrantica.com/perfume/lattafa-perfumes/ana-abiyedh-rouge-63062.html;ana-abiyedh-rouge;lattafa-perfumes;UAE;unisex;404;1623;20160.0;nashi pear, kumquat, bergamot;caramel, geranium;ambergris, musk, oakmoss;unknown;;citrus;amber;fresh spicy;aromatic;caramel;downloaded_images\14387_ana_abiyedh_rouge.jpg;lattafa-perfumes;Long Lasting;Moderate;Unissex;;;
14388;https://www.fragrantica.com/perfume/lattafa-perfumes/fakhar-lattafa-30864.html;fakhar-lattafa;lattafa-perfumes;UAE;unisex;404;50;20150.0;peach, pear, apple, black currant, orange;orange blossom, jasmine sambac, rose;sandalowood, vanilla, musk, patchouli;unknown;;fruity;white floral;sweet;citrus;woody;downloaded_images\14388_fakhar_lattafa.jpg;lattafa-perfumes;Long Lasting;Moderate;Unissex;;;
14389;https://www.fragrantica.com/perfume/lattafa-perfumes/hayaati-gold-elixir-76589.html;hayaati-gold-elixir;lattafa-perfumes;UAE;unisex;404;318;;bergamot, grapefruit, cassis;leather, peach, saffron;vanilla, amber, musk, vetiver;unknown;;leather;animalic;citrus;vanilla;powdery;downloaded_images\14389_hayaati_gold_elixir.jpg;lattafa-perfumes;Moderate;Strong;Unissex;;;
14390;https://www.fragrantica.com/perfume/lattafa-perfumes/maharjan-silver-82799.html;maharjan-silver;lattafa-perfumes;UAE;unisex;404;45;20220.0;bergamot, mandarin orange;iris, jasmine;musk, vetiver, birch;unknown;;citrus;woody;powdery;musky;aromatic;downloaded_images\14390_maharjan_silver.jpg;lattafa-perfumes;Moderate;Moderate;Unissex;;;
14412;https://www.fragrantica.com/perfume/natura/homem-aurum-26089.html;homem-aurum;natura;Brazil;men;404;72;20110.0;nutmeg, violet, bergamot;vetiver, cedar;amber, sandalwood;unknown;;woody;fresh spicy;powdery;amber;aromatic;downloaded_images\14412_homem_aurum.jpg;natura;Moderate;Moderate;Masculino;;;
14413;https://www.fragrantica.com/perfume/natura/mirtilo-e-framboesa-60681.html;mirtilo-e-framboesa;natura;Brazil;women;404;28;20200.0;raspberry, blueberry;rose, lily, geranium;musk, vanilla;ver�nica kato;;fruity;sweet;rose;vanilla;musky;downloaded_images\14413_mirtilo_e_framboesa.jpg;natura;Moderate;Intimate;Feminino;;;
14414;https://www.fragrantica.com/perfume/o-boticario/body-splash-floratta-rose-69533.html;body-splash-floratta-rose;o-boticario;Brazil;women;404;27;20210.0;pink pepper, mandarin orange, cassis, fruits, peach;rose, lily-of-the-valley, ylang-ylang, gardenia;musk, sandalwood, cedar;unknown;;rose;musky;woody;powdery;white floral;downloaded_images\14414_body_splash_floratta_rose.jpg;o-boticario;Very Weak;Intimate;Feminino;;;
14415;https://www.fragrantica.com/perfume/o-boticario/floratta-romance-de-verao-88946.html;floratta-romance-de-verao;o-boticario;Brazil;women;404;143;20230.0;tropical fruits, bergamot, lemon, mandarin orange, pink pepper, neroli;ylang-ylang, passion flower, magnolia, damask rose;vanilla, amber, musk, sandalwood, patchouli;unknown;;citrus;fruity;tropical;floral;sweet;downloaded_images\14415_floratta_romance_de_verao.jpg;o-boticario;Moderate;Moderate;Feminino;;;
14416;https://www.fragrantica.com/perfume/o-boticario/floratta-ruby-9772.html;floratta-ruby;o-boticario;Brazil;women;404;84;20100.0;rose, amalfi lemon, bergamot, jasmine;almond, osmanthus, mimosa, gardenia, narcissus, pink pepper, magnolia, freesia;tonka bean, vanille, amber, musk, sandalwood, virginia cedar;ver�nica casanova;;floral;fruity;yellow floral;sweet;rose;downloaded_images\14416_floratta_ruby.jpg;o-boticario;Moderate;Moderate;Feminino;;;
14417;https://www.fragrantica.com/perfume/o-boticario/linda-irresistivel-81509.html;linda-irresistivel;o-boticario;Brazil;women;404;146;20230.0;cassis, bergamot, orange, geranium;iris, jasmine, gardenia, amber, red fruits;vanilla, musk, amber, patchouli, cedar;ver�nica casanova;;powdery;iris;white floral;woody;earthy;downloaded_images\14417_linda_irresistivel.jpg;o-boticario;Moderate;Moderate;Feminino;;;
14418;https://www.fragrantica.com/perfume/o-boticario/make-b-gold-66046.html;make-b-gold;o-boticario;Brazil;women;404;70;20210.0;raspberry, bergamot, violet;magnolia, iris, peony, jasmine;musk, australian sandalwood, cedar;unknown;;floral;powdery;woody;musky;citrus;downloaded_images\14418_make_b_gold.jpg;o-boticario;Moderate;Moderate;Feminino;;;
14419;https://www.fragrantica.com/perfume/o-boticario/rio-que-anima-33836.html;rio-que-anima;o-boticario;Brazil;unisex;404;28;20140.0;ginger, pink pepper, bergamot, pear, lime;granny smith apple, freesia, litchi, lily-of-the-valley;sandalwood, amber, tonka bean, vanilla, cedar, musk;unknown;;woody;warm spicy;powdery;amber;fresh;downloaded_images\14419_rio_que_anima.jpg;o-boticario;Moderate;Moderate;Unissex;;;
14420;https://www.fragrantica.com/perfume/paco-rabanne/paco-rabanne-pour-elle-metal-edition-5118.html;paco-rabanne-pour-elle-metal-edition;paco-rabanne;Spain;women;404;70;20040.0;white pepper, freesia, italian mandarin;jasmine, karo-korund, rose;peach, amber, massoia wood;unknown;;white floral;floral;fresh spicy;citrus;amber;downloaded_images\14420_paco_rabanne_pour_elle_metal_edition.jpg;paco-rabanne;Long Lasting;Moderate;Feminino;;;
14421;https://www.fragrantica.com/perfume/paco-rabanne/black-xs-514.html;black-xs;paco-rabanne;Spain;men;404;5620;20050.0;lemon, sage;praline, cinnamon, tolu balsam, black cardamom;brazilian rosewood, patchouli, black amber;unknown;;sweet;warm spicy;citrus;amber;aromatic;downloaded_images\14421_black_xs.jpg;paco-rabanne;Moderate;Moderate;Masculino;;;
14422;https://www.fragrantica.com/perfume/paco-rabanne/ultraviolet-fluoressence-2935.html;ultraviolet-fluoressence;paco-rabanne;Spain;women;404;51;20050.0;pink pepper, pink grapefruit;lily, osmanthus;vanilla, sandalwood;unknown;;soft spicy;white floral;floral;citrus;vanilla;downloaded_images\14422_ultraviolet_fluoressence.jpg;paco-rabanne;Moderate;Moderate;Feminino;;;
14423;https://www.fragrantica.com/perfume/paco-rabanne/xs-2018-49962.html;xs-2018;paco-rabanne;Spain;men;404;491;20180.0;mint, bergamot, lemon;juniper berries, coriander, geranium;rosemary, oakmoss, sandalwood;gerard anthony;rosendo mateu;aromatic;fresh spicy;woody;citrus;green;downloaded_images\14423_xs_2018.jpg;paco-rabanne;Moderate;Moderate;Masculino;;;
14462;https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-over-red-88707.html;black-opium-over-red;yves-saint-laurent;France;women;404;1626;20240.0;cherry, green mandarin;jasmine, orange blossom, black tea;madagascar vanilla, coffee, indonesian patchouli leaf;unknown;;vanilla;cherry;sweet;white floral;coffee;downloaded_images\14462_black_opium_over_red.jpg;yves-saint-laurent;Long Lasting;Strong;Feminino;;;
14463;https://www.fragrantica.com/perfume/yves-saint-laurent/elle-limited-edition-2011-12364.html;elle-limited-edition-2011;yves-saint-laurent;France;women;404;68;20110.0;grapefruit, peony;pink pepper, jasmine;amber, vetiver, benzoin;unknown;;citrus;floral;amber;fresh;white floral;downloaded_images\14463_elle_limited_edition_2011.jpg;yves-saint-laurent;Moderate;Moderate;Feminino;;;
14464;https://www.fragrantica.com/perfume/yves-saint-laurent/elle-shocking-elle-eau-de-toilette-5847.html;elle-shocking-elle-eau-de-toilette;yves-saint-laurent;France;women;404;237;20090.0;ginger, mandarin orange, raspberry;peony, freesia, jasmine;patchouli, cedar, musk;olivier cresp;;warm spicy;floral;woody;fresh;citrus;downloaded_images\14464_elle_shocking_elle_eau_de_toilette.jpg;yves-saint-laurent;Moderate;Moderate;Feminino;;;
14465;https://www.fragrantica.com/perfume/yves-saint-laurent/kouros-eau-de-toilette-tonique-2014-24472.html;kouros-eau-de-toilette-tonique-2014;yves-saint-laurent;France;men;404;52;20140.0;aldehydes, bergamot, star anise;patchouli, geranium;incense, virginia cedar;unknown;;fresh spicy;woody;aldehydic;warm spicy;citrus;downloaded_images\14465_kouros_eau_de_toilette_tonique_2014.jpg;yves-saint-laurent;Moderate;Strong;Masculino;;;
14466;https://www.fragrantica.com/perfume/yves-saint-laurent/manifesto-l-eclat-22845.html;manifesto-l-eclat;yves-saint-laurent;France;women;404;933;20140.0;currant buds, green tea, bergamot, neroli;jasmine, orange blossom, freesia, red rose;vanilla, tonka bean, cashmere wood, sandalwood;anne flipo;loc dong;vanilla;white floral;woody;aromatic;green;downloaded_images\14466_manifesto_l_eclat.jpg;yves-saint-laurent;Moderate;Moderate;Feminino;;;
14467;https://www.fragrantica.com/perfume/yves-saint-laurent/belle-d-opium-eau-de-parfum-eclat-16978.html;belle-d-opium-eau-de-parfum-eclat;yves-saint-laurent;France;women;404;283;20120.0;lily, star anise, jasmine, gardenia, mandarin orange;incense, tobacco, fruity notes, pepper, peach, orange blossom;patchouli, licorice, sandalwood, amber;unknown;;white floral;sweet;fruity;soft spicy;amber;downloaded_images\14467_belle_d_opium_eau_de_parfum_eclat.jpg;yves-saint-laurent;Moderate;Moderate;Feminino;;;
14468;https://www.fragrantica.com/perfume/yves-saint-laurent/paris-jardins-romantiques-979.html;paris-jardins-romantiques;yves-saint-laurent;France;women;404;178;20070.0;grass, mandarin orange;rose, violet, lilac, lily-of-the-valley, lily;musk, sandalwood;unknown;;fresh;floral;green;rose;white floral;downloaded_images\14468_paris_jardins_romantiques.jpg;yves-saint-laurent;Moderate;Moderate;Feminino;;;
14488;https://www.fragrantica.com/perfume/granado/baunilha-54347.html;baunilha;granado;Brazil;unisex;404;146;20190.0;sicilian lemon, bergamot, pink pepper;vanilla pod, nutmeg, cedar;oakmoss, vetiver;benjamin belizon;;citrus;fresh spicy;woody;aromatic;vanilla;downloaded_images\14488_baunilha.jpg;granado;Moderate;Intimate;Unissex;;;
14489;https://www.fragrantica.com/perfume/granado/couro-62820.html;couro;granado;Brazil;unisex;404;170;20200.0;leather, saffron, benzoin;raspberry, violet, peony;amber, cacao;benjamin belizon;;leather;warm spicy;amber;fruity;animalic;downloaded_images\14489_couro.jpg;granado;Long Lasting;Strong;Unissex;;;
14490;https://www.fragrantica.com/perfume/granado/lavanda-68431.html;lavanda;granado;Brazil;unisex;404;70;20210.0;sage, rosemary, mandarin orange;lavender, peony, rose;cedar, musk, amber;unknown;;aromatic;woody;lavender;musky;fresh spicy;downloaded_images\14490_lavanda.jpg;granado;Moderate;Intimate;Unissex;;;
14596;https://www.fragrantica.com/perfume/thera-cosmeticos/thor-56864.html;thor;thera-cosmeticos;Brazil;men;404;56;20180.0;pear, mint, lavender, bergamot, sicilian lemon;cinnamon, caraway, sage, clary sage;black vanilla husk, amber, patchouli, cedar;m�rio torri neto;;vanilla;amber;warm spicy;cinnamon;fruity;downloaded_images\14596_thor.jpg;thera-cosmeticos;Long Lasting;Strong;Masculino;;;
14604;https://www.fragrantica.com/perfume/sapientiae-niche/time-traveller-44915.html;time-traveller;sapientiae-niche;Brazil;unisex;404;54;20150.0;black pepper, nutmeg, coffee, bergamot;sandalwood, palo santo, jasmine, geranium;incense, vetiver, agarwood (oud), tobacco, amber, oakmoss;sanderson santana;;woody;fresh spicy;amber;warm spicy;aromatic;downloaded_images\14604_time_traveller.jpg;sapientiae-niche;Moderate;Moderate;Unissex;;;
14695;https://www.fragrantica.com/perfume/al-haramain-perfumes/l-aventure-knight-51824.html;l-aventure-knight;al-haramain-perfumes;UAE;men;405;665;20180.0;lemon verbena, bergamot, tea;violet leaf, iris;powdery notes, ambergris, musk, sandalwood;unknown;;powdery;citrus;ozonic;woody;iris;downloaded_images\14695_l_aventure_knight.jpg;al-haramain-perfumes;Moderate;Moderate;Masculino;;;
14708;https://www.fragrantica.com/perfume/bvlgari/bvlgari-pour-femme-142.html;bvlgari-pour-femme;bvlgari;Italy;women;405;3626;19940.0;violet, carnation, raspberry, peach, coriander, orange blossom, sichuan pepper, bergamot;iris, bulgarian rose, heliotrope, orris root, egyptian jasmine, lily-of-the-valley;musk, green tea, woody notes, sandalwood, vanilla, amber, benzoin, styrax, cedar;sophia grojsman;;powdery;violet;floral;iris;woody;downloaded_images\14708_bvlgari_pour_femme.jpg;bvlgari;Moderate;Moderate;Feminino;;;
14715;https://www.fragrantica.com/perfume/carolina-herrera/blond-jasmine-45726.html;blond-jasmine;carolina-herrera;USA;unisex;405;63;20170.0;jasmine, citron, mandarin orange;jasmine sambac, jasmine;white musk, vetiver;unknown;;citrus;white floral;musky;aromatic;woody;downloaded_images\14715_blond_jasmine.jpg;carolina-herrera;Moderate;Moderate;Unissex;;;
